ID,last_reviewed,product,description,url,image,image_name,image_permission_granted,contacted,image_contact,Category,codebook_category,codebook_sub_category,compatible_OS,target_demographic,coding_language,company,cost_low,cost_high,classroom_kit_cost,amazon_url,msrp,title_image,action_image,available,curricula,notes,entered into db,reviewed
200,3/18/2020,Artie 3000,Programmable robot draws whatever you code on any sheet of paper,https://www.educationalinsights.com/artie-3000-8482-the-coding-robot,https://www.robotshop.com/eN/Artie-3000-the-coding-robot.html?gclid=CjwKCAjwqJ_1BRBZEiwAv73uwBHhVk-n9R4gbYUdyyb6onUouxc__ArFF4txCv7a5McTXBUILAVCiBoCWwUQAvD_BwE,Artie_3000.jpg,,,,,Hardware,Robotics,"Windows, Mac, Linux, iOS, Android",K-2; 3-5,Blockly,Educational Insights,$70.00,$70.00,,https://www.amazon.com/Educational-Insights-Artie-Coding-Robot/dp/B07MG8GBCX/ref=sr_1_3?dchild=1&keywords=artie+3000&qid=1588632784&sr=8-3,,Artie_3000-title.jpg,Artie_3000-action.png,TRUE,,Usually $55 on Amazon. ,FALSE,KD 
327,7/17/2020,Ava in Codeland,"In this book, a little girl must use her coding skills to save her video-game home in Ava in Code Land, an adorable debut picture book by Jess Hitchman and Gavin Cullen, illustrated by Liere Martin.",https://www.amazon.com/Ava-Code-Land-Jess-Hitchman/dp/1250316618,https://us.macmillan.com/books/9781250316615,Ava_in_ Codeland_ book.jpg,,,,Unplugged,Unplugged,Book,N/A,Pre-K; K-2; 3-5,N/A,N/A,$15.26,$18.99,,,,Ava_in_Codeland-title.jpg,Ava_in_Codeland-action.png,TRUE,,,FALSE,KD 
246,4/10/2020,Avengers Hero Inventor Kit,"Kids join the Marvel Avengers to become their own Super heroes by building and customizing their high-tech hero gear and unique identity with littleBits electronic blocks. Basically a customizable, programmable Iron Man gauntlet.",https://www.amazon.com/littleBits-Marvel-Avengers-Hero-Inventor/dp/B07BDZZRR3/ref=sr_1_289?dchild=1&keywords=coding+for+kids&qid=1586552942&sr=8-289,"https://www.tomshardware.com/reviews/littlebits-avengers-hero-inventor-kit,5791.html",Amazon_ Hero_ Inventor_ Kit.jpg,,,,,Hardware,Tangible Computing,"iOS, Android",3-5; 6-8; 9-12,Blockly,littleBits,$105.00,$105.00,,https://www.amazon.com/littleBits-Marvel-Avengers-Hero-Inventor/dp/B07BDZZRR3/ref=sr_1_1?dchild=1&keywords=amazon+hero+inventor+kit&qid=1591215201&sr=8-1,,Avengers-Hero_Inventor_Kit-title.png,Avengers-Hero_Inventor_Kit-action.png,TRUE,,,FALSE,KD 
,,Baby Loves Coding,"From Amazon: ""Accurate enough to satisfy an expert, yet simple enough for baby, this clever board book showcases the use of logic, sequence, and patterns to solve problems. Can Baby think like a coder to fix her train? Beautiful, visually stimulating illustrations complement age-appropriate language to encourage baby's sense of wonder. Parents and caregivers may learn a thing or two, as well!""",https://www.amazon.com/Baby-Loves-Coding-Science/dp/158089884X/ref=pd_bxgy_img_2/144-1351129-6536541?pd_rd_w=7TflJ&pf_rd_p=c64372fa-c41c-422e-990d-9e034f73989b&pf_rd_r=W74X0NG1GHQJP597NWB1&pd_rd_r=f07dfd01-3e1e-41b0-90aa-01cba12b78bc&pd_rd_wg=H2kx1&pd_rd_i=158089884X&psc=1,,,,,,,Unplugged,Book,N/A,Pre-K; K-2 ,N/A,N/A,$6.00,$8.79,,,,Baby_Loves_Coding-title.png,Baby_Loves_Coding-action.png,TRUE,,,FALSE,KD 
305,6/30/2020,Baltie,"Baltie is an educational graphic oriented visual programming tool for kids, children, youth and adults. Baltie is also main character of this software a little wizard keen to execute miscellaneous commands and to conjure pictures (tiles) in his scene. With Balties help children will quickly realize what is a computer and how to master and program the computer. All that by playing.
Baltie can be used also for exercising logical thinking. It makes no demands on child's knowledge, only playfulness and imagination are required. Baltie software has three modes with increasing complexity and capability: Building a scene , Conjuring a scene, Programming. Can purchase a single month's license, or a full-use indefinite license.",https://www.sgpsys.com/en/whatisbaltie.asp,https://www.sgpsys.com/en/tour_b4.asp,"Baltie.png
Baltie_2.png",,,,Digital Download (logical game) ,Software,General Environment,"Windows, Mac, Linux, iOS, Android",K-2; 3-5; 6-8; 9-12 ,C# ,SGP systems ,$12.00,$95.00,,,,Baltie-title.png,Baltie-action.png,TRUE,,,FALSE,KD 
364,8/19/2020,Barefoot Bytes,"These Bytes are designed to teach children about the necessary problem-solving skills they need, such as algorithms, decomposition and patterns while boosting morale and injecting fun back into the classroom.",https://www.barefootcomputing.org/barefootbytes?utm_source=Barefoot+Bytes+-+ALL+%28minus+vols+%26+ambs%29&utm_campaign=6d63f76c2b-EMAIL_CAMPAIGN_2020_08_18_08_45&utm_medium=email&utm_term=0_ca7dad8cfc-6d63f76c2b-30695712,,,,,,,Unplugged,"Other (e.g., crafts, illustrations)",N/A,K-2; 3-5,N/A,Barefoot ,$0.00,$0.00,,,,Barefoot_bytes-title.png,Barefoot_bytes-action.png,TRUE,,,FALSE,KD
8,3/13/2020,BBC microbit,"The Micro Bit is a mini computer designed by the BBC for use in computer education in the UK. The device will be given away free to every year 7 pupil in the UK. It is available for purchase by anyone (as long as there are resellers in their countries).  It has a processor, accelerometer and magnetometer sensors, Bluetooth and USB connectivity, a display consisting of 25 LEDs, two programmable buttons, and can be powered by either USB or an external battery pack.",http://microbit.org/,https://www.bbc.co.uk/mediacentre/mediapacks/microbit,BBC_Microbit.jpg,,,,,Hardware,"Microcontrollers, Microprocessors","Windows, Mac, Linux, iOS, Android",6-8; 9-12,"Javascript, Python, Blockly, MakeCode",BBC,$15.00,$30.00,,https://www.amazon.com/micro-bit-BBC2546862-Micro-go/dp/B01G8X7VM2/ref=sr_1_2?dchild=1&keywords=microbit&qid=1588631485&sr=8-2,,BBC_Microbit-title.jpg,BBC_Microbit-action.png,TRUE,"http://microbit.org/teach/;
https://www.microbit.co.uk/getting-started",https://microbit0.blob.core.windows.net/pub/tovulwsd/Quick-Start-Guide-for-Teachers.pdf,FALSE,KD 
370,9/19/2020,Bee-Bot,"Bee-Bot is a simplified Logo turtle for the youngest students. Designed for students in kindergarten through second grade, Bee-Bot may be programmed to move forward and back and turn left and right by pressing the corresponding arrow keys on its back. Press the green GO button and watch Bee-Bot follow the steps. Children are captivated by Bee-Bot and eager to send it on its way.",https://www.terrapinlogo.com/,https://www.generationrobots.com/en/402487-bee-bot-educational-robot.html,Bee_Bot.jpg,,,,,Hardware,Robotics,on-board interface,K-2 ,N/A,Terrapinlogo,$71.96,$89.95,,,,Bee-bot-title.png,Bee-bot-action.jpeg,TRUE,,,FALSE,KD 
11,3/13/2020,Beetle Blocks,"""Beetle Blocks is a graphical blocks-based programming environment for 3D design and fabrication.
Use code to control a beetle that can place 3D shapes and extrude its path as a tube. Then make a 3D print!... Beetle Blocks is based on Scratch and implemented using Snap! and ThreeJS."" The Chrome browser works best. For more information, check out this wiki article: https://wiki.scratch.mit.edu/wiki/BeetleBlocks",http://beetleblocks.com/,https://mycodeclubjournal.wordpress.com/2016/08/03/beetle-blocks/,Beetle_Block.png,,,,,Software,General Environment,"Windows, Mac, Linux, iOS, Android",6-8; 9-12,"Scratch, Snap!, ThreeJS",Beetle Blocks,$0.00,$0.00,,,,Beetle_Blocks-title.jpeg,Beetle_Blocks-action.png,TRUE,"http://forum.beetleblocks.com/t/getting-started-guide/119;
http://beetleblocks.com/examples;",,FALSE,KD
12,3/13/2020,BigTrak,"A programmable tank created in 1979 by Milton Bradley.  It was relaunched in 2010.  Programming is similar to other one-piece on-board programmable robots in that the user enters a series of commands on the robot and, when ready, presses the ""go"" button to watch the robot run the program.  BigTrak rover is able to be controlled by Apple, Andriod, and Windows devices. The app to control the robot is available on the AppStore and Google Play. Does not ship to US",http://rover.bigtrakxtr.co.uk/what.html,https://www.gadgetspeak.com/gadget/article.rhtm/755/625102/Bigtrak_-_Fun_Retro_Toy_for_Kids_-_12_to.html,BigTrak.png,,,,,Hardware,Robotics,On-board Interface,K-2; 3-5,N/A,Zeon Ltd.,$20.00,$53.00,,https://www.amazon.com/BIGTRAK-bigtrak-por-Zeon-Limited/dp/B0035IZ85G/ref=sr_1_4?dchild=1&keywords=bigtrak&qid=1588631669&sr=8-4,,BigTrak-title.png,BigTrak-action.jpeg,TRUE,http://rover.bigtrakxtr.co.uk/support.html,,FALSE,KD 
13,3/13/2020,Bits & Bytes,A card game that introduces kids to basic coding by having them safely direct their character to a certain destination using a sequence of simple instructions.,http://www.bitsandbytes.cards/,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.amazon.com%2FBits-and-Bytes-2nd-Edition%2Fdp%2FB00OZUSXMS&psig=AOvVaw2Gg4r3lAWqOH0jyFbuKSej&ust=1587825304048000&source=images&cd=vfe&ved=0CAIQjRxqFwoTCMDuhK6kgekCFQAAAAAdAAAAABAD,,,,,,Unplugged,Game,N/A,K-2; 3-5; 6-8; 9-12,Cards,Bits & Bytes ,$16.00,$17.00,,,,Bits-and-Bytes-title.png,Bits_and_Bytes-action.jpg,TRUE,http://www.bitsandbytes.cards/play/,,FALSE,KD
14,3/19/2020,Bitsbox,"A monthly subscription to a kit allowing kids to build real apps for real devices.  New coding projects are sent monthly in a booklet.  Kids go on to bitsbox.com, use to booklet to enter the code online to build the app.  After it is built, they can upload it to any tablet device by scanning a QR code on the website with the tablet.  Can purchase a monthly, quarterly, or annual subscription.",https://bitsbox.com/,https://www.google.com/url?sa=i&url=https%3A%2F%2Fbitsbox.com%2Fcode.html&psig=AOvVaw1VjWYo30uSgBo_v12BQmHc&ust=1587825380780000&source=images&cd=vfe&ved=0CAMQjB1qFwoTCLDi89WkgekCFQAAAAAdAAAAABAD,,,,,,Software,software/game development kit,"Windows, Mac, Linux, iOS, Android ",K-2; 3-5,"Javascript,
HTML 5",Bitsbox,$20.00,$30.00,,,,Bitsbox-title.png,Bitsbox-action.png,TRUE,https://bitsbox.com/hocprint.html,,FALSE,KD 
15,3/19/2020,Blockly,"Block coding similar to Scratch, but without the display window or sharing features. As you code with the blocks, you can set a window to output synactically correct code in the language of your choice. It runs on iOS and Android devices in addition to any browser.",https://developers.google.com/blockly/,https://developers.google.com/blockly,,,,,,Software,General Environment,"Windows, Mac, Linux, iOS, Android ",K-2; 3-5; 6-8; 9-12,Blockly,Google,$0.00,$0.00,,,,Blockly-title.png,Blockly-action.png,TRUE,"https://developers.google.com/blockly/reference/overview;
https://www.youtube.com/watch?v=EynNk-C2wk8",,FALSE,KD
16,3/19/2020,Blockly Games,These are educational games/guided challenges using Blockly with a display window. It helps students learn coding and later in the course teach how to transfer the block coding to JavaScript. ,https://blockly-games.appspot.com/maze,https://developers.google.com/blockly,,,,,,Software,Learning Game,"Windows, Mac, Linux, iOS, Android ",K-2; 3-5; 6-8; 9-12,Blockly,Google,$0.00,$0.00,,,,Blockly_Games-title.png,Blockly_games-action.png,TRUE,"https://blockly-games.appspot.com/about?lang=en;
https://github.com/google/blockly-games/wiki",,FALSE,KD
,,BlocklyProp,"BlocklyProp Solo is a visual online programming tool. It works with robots and development boards that have a Propeller 1 Multicore Microcontroller brain, such as the ActivityBot 360° and Propeller FLiP module.",https://www.parallax.com/education/programming-languages/blocklyprop/,,,,,,,Hardware,"Microcontrollers, Microprocessors","Windows, Mac, ChromeOS",K-2; 3-5; 6-8; 9-12 ,Blockly,Parallax,$0.00,$0.00,,,,BlocklyProp-title.png,BlockProp-action.png,TRUE,,,FALSE,KD
,,Blue Ant Code,"Blue ant code has been developed by experts from “Universidad Rey Juan Carlos”, Madrid. It is a game for teaching and analysing abilities related to computational thinking, based on free play, with two game modes: individual and collaborative.",http://artbabygame.com/blue-ant-code-2/,,,,,,,Software,Game,"Android, iOS",K-2,Proprietary Blocks,Rey Juan Carlos University (Madrid),$0.00,$0.00,,,,Blue_Ant_Code-title.png,Blue_Ant_Code-action.png,TRUE,,,FALSE,KD
253,4/13/2020,Blue-bot,"Blue-Bot is a simple robot that can operate on its own or via Bluetooth controlled by an Android, iOS, Mac, or Windows device. Blue-Bot is transparent so that students can see all of the parts that make it work. ... Once students have entered in all of their commands, they hit ""GO"" and observe what happens. Use the buttons on the back to program Blue-Bot just like Bee-Bot. Connect Blue-Bot to your tablet or PC via Bluetooth, using free apps, and program Blue-Bot remotely. Blue-Bot offers all the features of Bee-Bot while also introducing remote control!",https://www.commonsense.org/educatioN/App/blue-bot,https://www.generationrobots.com/en/402500-blue-bot-robot.html,Blue-bot.jpeg,,,,,Hardware,Robotics,"Android, iOS, ChromeOS, Mac, On-board Interface",Pre-K; K-2 ,Logo,Terapin Logo,$120.00,$170.00,,https://www.amazon.com/Blue-Bot-Programmable-Floor-Robot-Bluetooth/dp/B07T7GJ8QH/ref=sr_1_3?dchild=1&keywords=blue+bot&qid=1591215467&sr=8-3,,Blue-bot-title.png,Blue-bot-action.png,TRUE,,VERY similar to the Bee-Bot,FALSE,KD
,,Boe-Bot,"Build a rolling robot with a BASIC Stamp 2 microcontroller brain. Just follow the clear, step-by-step instructions and illustrations with the included book, Robotics with the Boe-Bot. No programming or electronics experience is needed!

The Boe-Bot Robot takes about 1-2 hours to put together.   Each project in the Robotics text provides a unique new experience of wiring and source code tuning. ",https://www.parallax.com/boe-bot-robot/,,,,,,,Hardware,Robotics,"Windows, Mac, iOS, Android, ChromeOS",6-8; 9-12,"Blockly, PBasic",Parallax,$240.00,$250.00,,,,Boe-bot-title.jpg,Boe-bot-action.jpg,TRUE,,,FALSE,KD
17,3/19/2020,Bomberbot,Online program used to help primary/elementary school teachers with little experience in coding to be able to teach basic coding lessons to their students. Bomberbot also has the ability for teachers to track student progress. Can purchase annual licenses per # of students.,http://landing.bomberbot.com/,https://www.google.com/url?sa=i&url=https%3A%2F%2Fen.softonic.com%2Farticles%2Fhow-bomberbot-is-teaching-kids-to-code&psig=AOvVaw2-QWBWT_rW_vViIKc0Xrhy&ust=1587825650259000&source=images&cd=vfe&ved=0CAMQjB1qFwoTCJiuxeilgekCFQAAAAAdAAAAABAD,,,,,,Software,Learning Game,"Windows, Mac",K-2; 3-5; 6-8,"C, Python, JavaScript",Bomberbot,Free Trial ,Price Varies,,,,Bomberbot-title.jpeg,Bomberbot-action.jpg,TRUE,http://landing.bomberbot.com/fi/oppitunnit/,Based out of the Netherlands,FALSE,KD
187,4/1/2020,Boogie Bot,"Boogie Bot is a fun and interactive learning app which will introduce kids to computer programming using Blockly - Google's visual programming language.
In this app kids will program a robot to dance while they learn the basics of coding. Boogie Bot makes learning easy by engaging kids in an interactive way which will provide creativity as well as structure, both of which foster learning. Free with in-app purchases available.",https://apps.apple.com/us/app/boogie-bot-coding-for-kids-learn-to-code/id1148028938,,,,,,,Software,General Environment,"iOS, Android",Pre-K; K-2;,Blockly,NybleApps LLC,$0.00,$0.00,,,,BoogieBot-title.jpg,BoogieBot-action.jpg,TRUE,,,FALSE,KD
233,4/8/2020,Boolean Box ,"Build a real computer by yourself. Invent electronic gadgets and learn coding using Scratch to create stories, games, and animations. Based on Raspberry Pi, this kit also includes Python programming for kids plus Scratch and Python projects.",https://www.amazon.com/Boolean-Box-Electronics-Animation-Minecraft/dp/B071HWPKN5/ref=sr_1_77?dchild=1&keywords=coding+for+kids&qid=1586301293&sr=8-77,https://booleangirltech.com/product/boolean-box/,Boolean_Box.jpeg,,,,,Hardware,"Microcontrollers, Microprocessors",Raspbian,3-5; 6-8; 9-12 ,"Scratch, Python",Boolean Girl,$150.00,$200.00,,https://www.amazon.com/Boolean-Box-Electronics-Animation-Minecraft/dp/B071HWPKN5/ref=sr_1_2?dchild=1&keywords=boolean+box&qid=1591215045&sr=8-2,,Boolean_Box-title.jpeg,BooleanBox-action.png,TRUE,,Just needs a monitor to hook up to,FALSE,KD 
332,7/23/2020,Botley,"Screen free coding robot that comes ready to be played with right out of the box. 77 piece activity set including a remote programmer, detachable robot arms, 40 coding cards, 6 double-sided tiles, 27 obstacle building pieces and a starter guide with coding challenges. ",https://www.amazon.com/Learning-Resources-Botley-Coding-Activity/dp/B077MRB975,https://www.stem-supplies.com/technology/robotics-and-coding/botley-the-coding-robot-kit,Botley.jpg,,,,,Hardware,Robotics,On-board Interface,K-2; 3-5; 6-8; 9-12 ,Cards,Learning Resources,$50.00,$60.00,,,,Botley-title.jpeg,Botley-action.jpg,TRUE,,,FALSE,KD 
,,Botzees,"Lego-like robot that can be combined with motors and sensors into a variety of different ""bots."" Programmed via a mobile device.",https://pai.technology/products/botzees-robotics-programing-and-augmented-reality,,,,,,,Hardware,Robotics,iOS,K-2; 3-5; 6-8; 9-12 ,Proprietary Blocks,Pai Technology,$100.00,$100.00,,,,Botzees-title.png,Botzees-action.png,TRUE,,,FALSE,KD
20,3/19/2020,Box Island,"Box Island is a mobile game that takes boys and girls on an exciting adventure, while teaching the fundamentals of coding. Kids apply the basics, such as loops and conditionals, to progress through the super fun and challenging gameplay. Rendered in a beautiful 3D game world featuring 100 levels, where the first 10 levels are free, Box Island is a story-driven journey that keeps kids highly engaged and motivated while playing. Coding fundamentals that kids are introduced to: algorithmic thinking, pattern recognition, sequencing, loops, conditionals, debugging. Free for the first 10 Levels, In-App purchase for more levels: *Junior Coder: Unlock 20 levels for $2.99; *Skilled Coder: Unlock 50 levels for $5.99.",https://boxislandgame.com/,https://www.google.com/url?sa=i&url=https%3A%2F%2Fboxisland.io%2F&psig=AOvVaw25nFOxHeUMnzU8yf-BPNQ8&ust=1587826504029000&source=images&cd=vfe&ved=0CAMQjB1qFwoTCJiOheqogekCFQAAAAAdAAAAABAD,,,,,,Software,Learning Game,"iOS, Android ",K-2; 3-5; 6-8,N/A,Radiant Games,$0.00,$8.00,,,,Box_Island-title.png,Box_Island-action.jpg,TRUE,https://boxislandgame.com/schools,,FALSE,KD  
413,4/2/2021,Braitenberg Creatures,"The Braitenberg Creatures introduced the idea of creatures that would have code embedded into them — sensors and actuators would be connected in sophisticated ways to generate complex behavior with the need to program using a computer.

NOTE: Not available",https://cosmo.nyu.edu/hogg/lego/braitenberg_vehicles.pdf,,,,,,,Hardware,Robotics,N/A,,N/A,,$0.00,$0.00,,,,Braitenberg_Creatures-title.png,Braitenberg_Creatures-action.png,FALSE,,Not available,FALSE,KD 
353,8/5/2020,Bricko,A robot designed to move coding and programming away from the computer screen and into the hands of children as young as those in first and third class. Monthly subscription,https://brikorobotics.com/,,,,,,,Hardware,Robotics,"Windows, Mac, ChromeOS",K-2; 3-5 ,C++,Briko Robotics,$500.00,$500.00,,,,Briko-title.png,Briko-action.png,TRUE,,"company is based in Mexico, price is per month",FALSE,KD 
,,Buildy Bots,A hands-on robotic system with individual component built to teach young children (5+) to code without having to use a computer.,https://www.kickstarter.com/projects/robolink/buildy-bots-zero-screen-time-coding-and-robots-for-kids-5,,,,,,,Hardware,Robotics,On-board Interface,K-2; 3-5; 6-8; 9-12,N/A,Robolink,$230.00,$325.00,,,,Buildy_Bots-title.png,Buildy_Bots-action.png,TRUE,,,FALSE,KD 
160,3/24/2020,Calliope Mini,6-point star-shaped micro:processor that enables users to program its lights and control several on-board sensors. ,https://calliope.cc/en/lets-start/start-coding,https://hackaday.com/2016/10/18/germans-react-to-uks-microbit/,Calliope_Mini_German_Microbit.png,,,,,Hardware,"Microcontrollers, Microprocessors","Windows, Mac, Linux, iOS, Android",6-8; 9-12,"Javascript, Python, Makecode",Calliope,$50.00,$50.00,,https://www.amazon.com/CALLIOPE-Mini-Micro-Controller/dp/B07N3ZR1NC/ref=sr_1_8?dchild=1&keywords=calliope+mini&qid=1588632520&sr=8-8,,Calliope_Mini-title.png,Calliope_Mini-action.png ,TRUE,,Most videos and instructions can only be found in German,FALSE,KD
21,3/19/2020,Cargo-Bot,A puzzle game (app) that challenges your brain and helps you learn programming concepts.,https://itunes.apple.com/us/app/cargo-bot/id519690804?mt=8,https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.commonsense.org%2Feducation%2Fapp%2Fcargo-bot&psig=AOvVaw2hMCclsWw3v73dd0nVlVsv&ust=1587826628116000&source=images&cd=vfe&ved=0CAIQjRxqFwoTCKi-gcKpgekCFQAAAAAdAAAAABAD,,,,,,Software,Learning Game,iOS,K-2; 3-5; 6-8; 9-12,Proprietary Blocks,Two Lives Left,$0.00,$0.00,,,,Cargo-bot-title.png,Cargo-bot-action.png,TRUE,https://www.sitepoint.com/learn-basic-programming-concepts-while-you-play-with-cargo-bot-for-ios/,,FALSE,KD 
189,4/2/2020,Cato's Hike,‘Cato’s Hike’ is a universal game for the iPhone/iPad/iPod Touch to teach kids and young children basic programming skills. The younger ones will obviously enjoy solving levels using simpler coding techniques but the hope is the older ones will pick up more advanced concepts like loops and branching as well as even more advanced concepts like a basic stack or memory!,http://hwahba.com/catoshike/,,,,,,,Software,Learning Game,iOS,K-2,Proprietary Blocks,Hesham Wahba,$5.00,$5.00,,,,Catos_hike-title.jpeg,Catos_hike-action.jpeg,TRUE,,,FALSE,KD 
,,chibi chip,A programmable microcontroller that is used to create projects primarily with paper circuits and little LEDS.,https://chibitronics.com/lovetocode/,,,,,,,Hardware,"Microcontrollers, Microprocessors","Windows, Mac, iOS, ChromeOS",6-8; 9-12 ,"Makecode, Python",Chibitronics,$35.00,$108.00,$300.00,,,Chibi_Chip-title.png,Chibi_Chip-action.png,TRUE,,,FALSE,KD
